Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
New Zealand,NZL,4.9921648,5.081909161,5.218147725,5.320866885,5.505761979,5.692819679,5.849684231,6.203994928,6.471506534,6.79024392,7.23277641,7.984086001,8.537607082,9.234845216,10.2607813,11.76757533,13.75710247,15.7358621,17.61733902,20.03084312,23.46624196,27.0730408,31.4490443,33.7577425,35.84101836,41.36686313,46.83283142,54.20633327,57.66212223,60.95808426,64.67557898,66.35869163,67.03194056,67.89545122,69.08048343,71.67441699,73.31268849,74.18301885,75.12161512,75.03577581,76.99813727,79.01996692,81.13540459,82.55817431,84.44896209,87.01369677,89.94205743,92.07920942,95.72457871,97.74977682,100,104.0279067,105.1305122,106.3231365,107.628261,107.9432939,108.640867,110.6515787,112.4201196,114.2409118,116.1996427,120.7792107,129.4417672
Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6964165,45.71501622,48.45153623,50.26855346,52.93398707,57.41760727,62.92918073,68.6810335,76.32312728,91.45510553,94.82705674,100,108.082388,115.8573492,124.1243131,131.6164177,136.877626,141.7000618,147.1564659,154.4366455,162.7396072,168.7313759,177.0471566,195.579434
Niger,NER,,,,11.66688483,11.78402223,12.29942678,13.5996519,13.6582206,13.2589773,14.67048294,14.8344753,15.45627966,16.96344751,18.96259243,19.60684812,21.39416959,26.42814926,32.57298193,35.86063823,38.46694533,42.43107011,52.15347413,58.22509593,56.77552063,61.52446597,60.95634959,59.00113119,55.04091099,54.27366104,52.73037582,52.32137107,48.24206119,46.08293086,45.52300714,61.92998069,68.47182332,72.09320049,74.20802031,77.58301278,75.79695482,77.99518,81.11928808,83.25180545,81.90778189,82.12282566,88.5263512,88.56219183,88.60997933,98.62743486,99.20234068,100,102.9423851,103.4108655,105.7864521,104.8023342,104.198578,105.9219071,108.8838789,112.1151209,109.3236868,112.4920991,116.8093974,121.7460171
Nigeria,NGA,0.065885964,0.070023041,0.073710197,0.071723961,0.072338487,0.075306867,0.082604363,0.079526246,0.079147654,0.087185874,0.099180104,0.115048043,0.119026001,0.125456576,0.141357436,0.189368342,0.235384849,0.270899325,0.329709525,0.368317622,0.40504722,0.489348981,0.527017828,0.649350954,0.765068757,0.821954257,0.868946627,0.967053504,1.494206213,2.248282603,2.413855134,2.727824622,3.944130052,6.198801969,9.734084664,16.82395412,21.74803826,23.60311856,25.96257554,27.68087574,29.60007172,35.18668454,39.71752584,45.29060312,52.0833031,61.38720049,66.43643372,70.01603406,78.1246436,87.91977683,100,110.8261372,124.3737916,134.93999,145.7991654,158.9348464,183.8825515,214.2273396,240.1383645,267.5055467,302.9393941,354.2962423,421.0711203
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59156586,62.5178993,72.75432317,74.54888136,75.5138159,75.92476182,74.95346654,79.90595905,84.06017818,86.00583333,86.74166667,86.3525,86.80629616,89.59592873,91.6134122,99.24654704,98.51248587,100,103.9047542,107.3502937,110.34,110.0291667,109.6991667,109.4366667,110.9158333,112.5333333,113.3958333,114.7566667,118.4641667,135.2916667
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,9.027832051,9.22239743,9.708810605,9.948774591,10.53247073,10.97348892,11.33018912,11.84902905,12.25761832,12.62080536,13.96330649,14.83236359,15.90896118,17.08932223,18.69772962,20.88334902,22.79657135,24.87193467,26.90190028,28.11510271,31.17364944,35.42665822,39.44439417,42.78345851,45.44385124,48.04090128,51.48855307,55.97683468,59.71405303,62.42873948,65.00769161,67.24278346,68.80825265,70.38277079,71.35100896,73.1065062,74.02949959,75.92978011,77.64003258,79.47697041,81.92923717,84.39055289,85.47642747,87.60293186,88.00108587,89.34938015,91.43063976,92.08216451,95.53886526,97.63822279,100,101.2849516,101.9907701,104.1534703,106.2799747,108.5874581,112.4423129,114.5507194,117.7178536,120.2696589,121.8170301,126.06099,133.3273007
Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.76761295,74.15701078,73.94968348,74.12075031,74.58398207,76.00841346,78.70290101,83.29166121,93.59934507,96.84612874,100,104.0421887,107.1090766,108.2289324,109.3354035,109.4067887,110.6203377,112.3871221,113.3775922,113.5292858,112.5031231,114.2431381,117.4554735
Pakistan,PAK,2.072064778,2.106055342,2.095178361,2.125694392,2.214539636,2.337859276,2.506830898,2.677581168,2.682149854,2.767629616,2.915693397,3.053625856,3.211902541,3.952891157,5.006851903,6.053509733,6.486839557,7.144148913,7.582706258,8.209572147,9.189649827,10.28137229,10.88833606,11.58105565,12.28601381,12.97585373,13.43084092,14.05956793,15.30214369,16.50248435,17.99631095,20.11830462,22.03136255,24.22869679,27.22534911,30.58593146,33.75885744,37.59909387,39.940767,41.59536806,43.41169823,44.77841199,46.25177611,47.59961517,51.14322787,55.77850604,60.19676858,64.77093105,77.91044056,88.54347445,100,111.9160927,122.7522026,132.1944937,141.6984635,145.2824826,150.7525412,156.9113459,164.8793939,182.3209327,200.078979,219.0789001,262.618334
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.07228916,73.10843373,73.78313253,77.44578313,80.5060241,84.07228916,86.79518072,97.18072289,98.57831325,100,104.6746988,108.4578313,112.0963855,116.7951807,117.9036145,116.6746988,118.3291323,120.8255274,121.1485904,121.4129146,124.5848049,139.9743471
Panama,PAN,25.70051055,25.85826304,26.06202668,26.17927649,26.81112267,26.93488636,26.98699739,27.35828844,27.80123216,28.30931466,29.18217434,29.74236786,31.35129578,33.50087559,38.95082035,41.24153418,42.87057478,44.83642124,46.71978464,50.45214348,57.41852596,61.61141527,64.23025269,65.58091294,66.61882488,67.30274699,67.25806866,67.92824359,68.172256,68.31260036,68.83825581,69.70304382,70.97479089,71.29696681,72.20132028,72.91915085,73.83480874,74.81264093,75.23090441,76.16917114,77.3109174,77.54831019,78.32831505,78.63510095,78.77870287,81.28520895,83.28311268,86.75488013,94.35346515,96.62649029,100,105.8758025,111.9088168,116.4155646,119.4734332,119.6363946,120.5213857,121.576654,122.5025555,122.0675687,120.1751852,122.134886,125.6248694
Papua New Guinea,PNG,,,,,,,,,,,,5.50470432,5.839115108,6.32628144,7.791908965,8.609357557,9.268545899,9.688279604,10.25019982,10.84118488,12.14910262,13.12761886,13.85423983,14.94901543,16.05832344,16.65415264,17.56242885,18.14856977,19.13677429,19.99418703,21.38445516,22.87402814,23.85981059,25.04662485,25.76113547,30.21289994,33.7249013,35.06188389,39.82125124,45.76743285,52.90527285,57.82449681,64.64746773,74.15651416,75.75750236,77.1065953,78.932836,79.65219076,88.22389614,94.32751229,100,104.440834,109.1795288,114.5951801,120.5794747,127.8093691,136.3390198,143.7313837,150.0188976,155.9126494,163.5082053,170.8392431,179.8138372
Paraguay,PRY,0.410927393,0.486897163,0.493803506,0.50416302,0.511069363,0.530793054,0.546043769,0.553498727,0.557417906,0.569942236,0.565043263,0.593031308,0.647473806,0.730330346,0.914616923,0.975832783,1.019497541,1.114921011,1.233774351,1.581218023,1.936159252,2.187370058,2.299364836,2.608255888,3.138030805,3.929150853,5.176365385,6.30534486,7.729990694,9.772418631,13.41361753,16.66311361,19.19469776,22.68979529,27.35622279,31.02890906,34.06964391,36.43733632,40.6470396,43.39163578,47.28914183,50.72614517,56.05758583,64.03839055,66.80693983,71.35474345,78.19719912,84.5550022,93.14138058,95.55555556,100,108.2539683,112.2332964,115.245478,121.0409745,124.8283499,129.9298634,134.6105574,139.9621484,143.821041,146.3631008,153.3709413,168.3484828
Peru,PER,4.07722533358808E-08,4.31846289137633E-08,4.60525603954648E-08,4.88480170738672E-08,5.36313540574427E-08,6.24215122800927E-08,6.79399508350477E-08,7.4586925604639E-08,8.88230475795661E-08,9.43621932210302E-08,9.91041160314842E-08,1.05833919147008E-07,1.13474834068616E-07,1.24242519053392E-07,1.45229151230041E-07,1.79530440032175E-07,2.39643112167965E-07,3.30837121153327E-07,5.22222368212621E-07,8.70515563293955E-07,1.38538261339855E-06,2.43042200348463E-06,3.99678422945211E-06,8.43923528842756E-06,1.77399915622033E-05,4.67270500051154E-05,8.31372465771288E-05,0.000154488,0.001184949,0.041457575,3.143173844,16.01541893,27.79128328,41.29228493,51.0937954,56.77987213,63.33110107,68.75362995,73.7367705,76.2951857,79.16185396,80.72696202,80.88287404,82.71032352,85.73956695,87.12537724,88.86985208,90.45172341,95.68514795,98.49468544,100,103.369311,107.1021969,110.066675,113.8220903,117.6898696,121.8763062,125.5263802,127.4207669,130.2904379,132.8993893,138.5764045,150.124955
Philippines,PHL,1.128957074,1.146971086,1.213457011,1.281720634,1.386604847,1.422158817,1.498955393,1.592699362,1.630268058,1.662148118,1.901189312,2.308107392,2.49746531,2.911545865,3.906234504,4.170350749,4.553990787,5.004779023,5.371855839,6.313721229,7.462850724,8.439185522,9.301816039,10.23472834,15.38678574,18.94161134,19.15908714,19.93881743,22.70235131,25.48179806,28.58480636,34.09065698,37.03984094,39.52755187,43.63307054,46.61408022,50.09899723,52.89966113,57.7849101,61.21678423,63.65145228,67.05394191,68.87966805,70.45643154,73.85892116,78.67219917,82.98755187,85.39419087,92.44813278,96.34854772,100,104.718417,107.8882057,110.6746211,114.6564986,115.4295041,116.8766424,120.2113525,126.5937898,129.621996,132.7240609,137.9363739,145.9658684
Poland,POL,,,,,,,,,,,0.021040344,0.021271788,0.021250747,0.021776756,0.023312701,0.02383871,0.024890727,0.026111067,0.028226394,0.030209513,0.033134613,0.039472331,0.080349372,0.100866391,0.116400823,0.129811665,0.151295454,0.191205724,0.303483312,1.045654584,6.983705296,12.34506088,18.03595643,24.70279742,32.85256564,42.03531392,50.35619041,57.86588895,64.5770911,69.19698328,76.04760599,80.16051562,81.68779962,82.24548335,85.02755758,86.88438829,88.00058677,90.16429514,93.91961273,97.4842306,100,104.2394015,107.9507115,109.0215637,109.0802406,108.126742,107.4079507,109.6376705,111.6253484,114.1117794,117.9624468,123.9254804,141.8072466
Portugal,PRT,1.182810075,1.201131768,1.233106666,1.258034938,1.301372964,1.345944048,1.413769765,1.491901412,1.582629333,1.721628044,1.831470401,2.050274309,2.268902357,2.563283555,3.206226275,3.695871077,4.477248621,5.865945593,7.100068533,8.654928502,10.02824758,11.93766712,14.52566784,18.01222938,23.12493564,27.62537418,31.0319512,34.02182752,37.45858737,42.21069751,47.96425642,53.64777339,58.77610372,62.76334525,66.16539484,68.95943782,71.07578733,72.73673109,74.60806698,76.35396656,78.53236843,81.96415699,84.91515072,87.6485617,89.72176751,91.76487925,94.61662471,96.93848383,99.44774286,98.61682711,100,103.653011,106.5276599,106.8199896,106.5228662,107.0426324,107.6928062,109.1667051,110.2515118,110.6243586,110.6105988,112.0105498,120.7839903
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,31.15253531,33.27090771,36.10578842,38.16381836,39.21088622,39.64415568,40.40237724,40.70845586,41.80159377,43.72551649,45.16845854,46.52394955,48.57904883,50.06571639,49.62846122,50.28434397,51.77101153,54.31013871,56.93575683,58.61615243,59.89498291,60.88345091,61.77925004,61.92752024,63.32990921,67.63592294,73.59762057,82.30849482,93.63263135,107.7244783,102.4855374,100,101.1383662,103.4800719,106.8141766,110.3921534,112.3947523,115.4031009,115.8588034,116.1551881,115.3808498,112.4498127,115.0411801,120.787804
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023388926,0.07732905,0.240652325,0.854717312,2.023623519,2.676090023,3.715197082,9.464965392,15.0584365,21.95576979,31.98222205,43.0087367,52.70285703,60.7524221,67.96638559,74.09349601,78.95292841,82.77214154,89.27041894,94.25833222,100,105.7892533,109.3172431,113.6732208,114.887603,114.2049909,112.440756,113.9463616,119.2169328,123.7803833,127.0371357,133.4554695,151.8663037
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053595784,0.522154633,2.128942631,6.331779144,9.355331094,10.73630232,13.7087206,25.46346791,30.75955365,37.36578521,43.26536845,49.17684251,54.53151992,61.44900898,67.39030138,73.46034711,83.8261661,93.58967594,100,108.4404649,113.9435398,121.6389563,131.1552728,151.5294641,162.2008473,168.1752389,173.0158221,180.7502637,186.8626219,199.3720633,
Rwanda,RWA,,,,,,,2.300628999,2.334055466,2.407856828,2.419533479,2.431991313,2.443873538,2.519442844,2.755607205,3.612278622,4.704127641,5.041218913,5.729604742,6.489953875,7.507145727,8.051368223,8.570734973,9.647659524,10.28372992,10.83592204,11.02656167,10.90338764,11.35402628,11.69222225,11.81034623,12.30469941,14.72099364,16.12838126,18.12094419,,36.04888153,38.72059814,43.37304161,46.0665366,44.95820701,46.71136569,48.27285894,49.2347369,52.90257716,59.38351862,64.73640195,70.48682425,76.88753685,88.75759922,100.246736,100,103.0801707,113.6675538,120.4015251,123.2363676,126.3524027,135.4173575,146.6292873,146.172962,151.0666524,165.9473204,165.297891,194.5377813
Samoa,WSM,,3.628394884,3.724723952,3.750411704,3.949491777,4.032976969,4.14857185,4.127165391,4.197806707,4.371199029,4.491075202,4.705139797,5.058346379,5.653422538,7.066081595,7.687030632,8.06397854,9.242189532,9.432454685,10.48130129,13.94508239,16.80474807,19.87938251,23.15155583,25.89734616,28.25154472,29.87136347,31.23554369,33.89302251,36.08338001,41.58193262,40.82547494,44.51247989,45.27590953,50.74541231,49.27200472,51.9201876,55.48285926,56.71393219,56.86429224,57.41404619,59.6177607,64.41717791,64.49179241,75.01243575,76.4052396,79.23229978,83.6511358,93.32614823,99.22898358,100,105.2354159,107.3917094,108.0468909,107.6073388,108.3869218,109.8010662,111.7224715,116.4119763,117.5555221,115.7111789,119.336647,132.4181897
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.73351589,85.94591581,87.39452469,89.22566665,91.45536766,95.38173178,97.47974108,100,102.8997958,105.8091149,107.506709,108.7032189,108.8615843,109.4863932,110.6315956,,,,,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.644597418,11.74084828,17.66917074,19.917604,22.34933344,24.41039726,26.88285919,29.5153416,33.43671626,39.17185036,48.2115529,57.15407936,75.43772876,88.23006336,100,114.3271668,126.4892168,136.7422212,146.3121247,153.9874808,162.3498012,171.5879858,185.0895517,199.378919,218.9565889,236.7747733,279.407575
Saudi Arabia,SAU,,,,19.94371178,20.50213571,20.58191056,20.90100995,21.33977161,21.67881471,22.43667576,22.47656318,23.48238938,24.49945387,28.54523524,34.66447956,46.65010688,61.37225576,68.36808605,67.28540778,68.01314448,70.84879376,72.83183888,73.5754808,73.71632207,72.56705729,70.34739883,68.09393847,67.04044575,67.64888005,68.34745276,69.76713279,73.15859063,73.10225412,73.8740643,74.29095446,77.90775834,78.8598456,78.90491771,78.61196763,77.5634699,76.69088491,75.83122244,76.018667,76.48404902,76.87832947,77.24675379,78.95315318,82.2437811,90.36144618,94.93122616,100,105.8262161,108.85948,112.704968,115.2253783,116.6150807,119.0276606,118.0299772,120.9313211,118.3998255,122.479242,126.2311363,129.3541876
Senegal,SEN,,,,,,,,10.95361825,10.96000786,11.400891,11.72128433,12.17585949,12.92526954,14.38392637,16.77181515,22.08066879,22.31982279,24.85102141,25.70083962,28.18183416,30.64183426,32.45374528,38.09303307,42.51829485,47.52866239,53.70741589,57.02910062,54.66768309,53.66907823,53.90914503,54.08440292,53.13600214,53.07758284,52.76631752,69.80649631,75.29608466,77.36996972,78.72639278,79.6370845,80.29588276,80.88363416,83.28951853,85.23624601,85.1919257,85.63047821,87.09590107,88.93561545,94.14128764,101.0580386,98.78623214,100,103.4032283,104.8697226,105.614555,104.463087,104.6043336,105.4801699,106.8705601,107.363218,109.2529304,112.0313928,114.4740388,125.5743791
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.413437127,2.581791538,5.050008159,6.227057301,8.105119089,11.54605869,19.75768822,38.52852453,46.03805458,50.58485522,56.16252483,65.21591297,72.8618416,77.51895663,87.13982408,94.21292084,100,111.1373976,119.2841978,128.4622384,131.1373976,132.9633,134.4555657,138.6654534,141.3830755,143.9975736,146.2663027,152.2414316,170.4822566
Seychelles,SYC,,,,,,,,,,,6.126871099,7.021350954,8.491691706,10.04055894,12.49293207,14.81803813,17.02129275,19.56753662,21.87322862,24.60304456,27.94205672,30.89742949,30.61544513,32.46848523,33.79784008,34.07982445,34.16039141,35.04662798,35.69116367,36.25513239,37.66505421,38.41336654,39.66055377,40.20931615,40.90774099,40.80796601,40.35897861,40.60841606,41.65605333,44.30009025,47.07716047,49.88748902,49.97479212,51.62523655,53.61657882,54.10298184,53.91174646,56.78017499,77.76882943,102.4638863,100,102.5592677,109.8516118,114.6180056,116.2064215,120.9034201,119.6756678,123.0945572,127.6526482,130.3011398,141.0859803,,
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.85375691,80.22470124,86.81205119,93.29605978,100,106.7913829,113.8265455,120.1144704,125.6869551,134.0947031,148.6923342,175.7863218,203.964069,234.1609476,265.6482684,297.1912345,378.0518827
Singapore,SGP,27.51917493,27.62925163,27.74517856,28.35701514,28.8464844,28.89800748,29.47764213,30.46302103,30.66267297,30.57894796,30.72063643,31.26162877,31.91210766,38.17860226,46.71855276,47.9035836,47.02125086,48.50897979,50.87260109,52.94640505,57.46111494,62.16259598,64.59706151,65.36990771,67.07016935,67.3921886,66.45833278,66.80611357,67.8236944,69.41446949,71.81673309,74.27696016,75.95790065,77.6968046,80.10550858,81.48375097,82.61081835,84.26599729,84.04058382,84.05462686,85.19913477,86.0487388,85.71170579,86.14704009,87.57943036,87.95173601,88.79862484,90.66772937,96.67698861,97.25387979,100,105.2477934,110.0635143,112.6594769,113.8144033,113.2195886,112.6169561,113.2659229,113.76273,114.4057859,114.1976627,116.8297585,123.9809781
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2838172,89.55220542,93.52156891,93.13071513,98.67910497,100,104.5847544,108.7840249,111.5347898,113.6391777,114.0142179,114.141552,116.6435463,,,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1186568,28.70270747,35.3867149,40.13402683,44.08365486,46.62985088,49.49385165,52.79293919,58.373386,65.39907866,70.19258274,72.38760463,78.57974389,84.51133655,86.80082044,90.69238871,93.1925273,97.47768723,99.05205388,100,103.919286,107.6667221,109.1745662,109.091413,108.7366262,108.1711847,109.5903321,112.3454737,115.3389877,117.5730362,121.276124,136.7681135
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,0.000423877,0.000604546,0.00078659,0.001102906,0.001694857,0.003040681,0.005956284,0.013822911,0.041296461,0.570487267,3.720053503,7.991900146,24.76959431,32.63694522,39.48803337,44.80459542,49.22432261,53.33931841,57.54841301,61.09085596,66.53511676,72.11053724,77.50496623,81.80196883,84.74109389,86.81852293,88.95245663,92.20588884,97.41314616,98.23069792,100,101.8028517,104.4470931,106.294972,106.5068644,105.9471152,105.8888447,107.4021101,109.2694124,111.0510749,110.9901558,113.1179093,123.1104048
Solomon Islands,SLB,,,,,,,,,,,,2.459637169,2.628799849,2.713675898,3.22528986,3.550058631,3.701124955,4.020042752,4.27181996,4.615915477,5.220180776,6.076223283,6.865125201,7.293146454,8.098833519,8.873747815,10.07808213,11.18590184,13.05814513,15.00801973,16.31935936,18.77544428,20.79402241,22.7005561,25.70974922,28.18539746,31.5040466,34.05083416,38.27296864,41.34260172,44.60435186,47.69357671,52.90631017,57.28137817,61.28296477,65.77541264,73.15540541,78.76351351,92.40540541,98.95945946,100,107.3427071,113.6888144,119.818192,126.0078829,125.2840063,125.9260688,126.5414528,130.9216534,133.0620332,137.005393,136.8472368,144.3986443
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,1.772459625,1.809723354,1.832277672,1.856792992,1.90386219,1.98133089,2.050464155,2.123029908,2.165196159,2.235310072,2.346894004,2.486707814,2.646496408,2.896166544,3.235716757,3.670142208,4.074606216,4.529004838,5.033337047,5.702451693,6.48142032,7.470112007,8.563664125,9.617269462,10.72580223,12.47348878,14.800408,17.19223999,19.38933001,22.24555637,25.43133265,29.33117725,33.40078434,36.64649465,39.92215071,43.38757074,46.57834189,50.58304647,54.06343645,56.86472951,59.90070957,63.31618824,69.32787714,73.26529688,72.75827884,74.25917021,76.6680692,81.40447442,89.60562967,96.07095734,100,104.999267,111.0101158,117.4314617,124.6298197,130.288814,138.8506084,146.0489664,152.6462396,158.9356399,164.0375312,171.6024043,183.6827445
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.13142357,98.84390019,100,146.8521757,213.7079472,213.5838022,217.1598338,331.7471092,1592.384749,4583.705462,8411.16963,15749.18876,20422.89337,22570.71103,21061.33515
Spain,ESP,2.858817264,2.881952325,3.046410277,3.312779181,3.543986214,4.012293438,4.262675277,4.535129755,4.759816687,4.86264525,5.141330493,5.564816084,6.025153672,6.713027849,7.765655683,9.082189495,10.6829145,13.30429482,15.93504224,18.4305074,21.29864492,24.3974584,27.91435253,31.31266611,34.84482144,37.91620257,41.25090958,43.415765,45.51590307,48.60708642,51.87436705,54.95270271,58.20839276,60.86797598,63.73997892,66.71906021,69.09348855,70.4553723,71.74775633,73.40537929,75.92576446,78.65137347,81.0625547,83.52595526,86.06451686,88.96387044,92.09146271,94.65786526,98.51549828,98.23195779,100,103.1961019,105.7204104,107.2095682,107.0475586,106.5119293,106.2961383,108.3753719,110.1906392,110.9614436,110.6033122,114.0244221,123.5917283
Sri Lanka,LKA,1.487669034,1.504545801,1.52716785,1.561878931,1.611791071,1.615381872,1.612868311,1.648177859,1.744770417,1.874877123,1.98487534,2.037779814,2.167168359,2.375793923,2.66808516,2.844872283,2.882695392,2.918004939,3.272297348,3.623477728,4.57085084,5.392186821,5.975931441,6.810433695,7.943570934,8.061229528,8.704222372,9.375941627,10.68778108,11.92409402,14.48720808,16.25256576,18.10266635,20.22913896,21.93824075,23.62196755,27.38632438,30.0082079,32.81824941,34.35798506,36.48002902,41.6450378,45.62256855,48.50346854,52.17805534,58.2514172,64.08831615,74.24125865,90.99342414,94.14631282,100,106.7167684,114.7663222,122.6948966,126.5953702,131.3659494,136.5665808,147.0878582,150.2282395,155.528883,165.1000451,176.6814512,264.529416
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,31.65460931,37.26907809,41.17352207,43.61396853,44.61339805,45.82460929,47.02500615,47.02186228,47.47468876,47.58507929,50.04521122,52.05251667,54.30313186,55.85535796,56.85788425,57.67792823,59.38334935,60.62242679,66.02096508,68.29628432,70.59311316,72.11005703,73.77107433,75.2768091,76.95957448,78.74084587,81.40056915,88.30943087,92.26647587,97.15687289,99.15630021,100,105.8351652,106.6988746,107.8800157,108.147413,105.657994,104.9320844,105.661275,104.5654385,104.2208305,103.004318,104.2359292,107.0163063
St. Lucia,LCA,,,,,,8.200928512,8.404230219,8.673768933,9.01807021,9.221371916,10.45692164,11.33439804,12.22761392,13.87107869,18.61784562,21.92117045,24.04075469,26.17214355,29.01902325,31.74392193,37.92691705,43.66330423,45.67795856,46.35082163,46.90957342,47.57718999,48.61925332,52.03317722,52.46477807,54.75887272,57.09573862,60.60686992,63.72139502,64.26186817,66.07142882,69.7910251,70.43648223,70.43259394,72.68780574,75.23463951,78.02643605,82.1674713,81.95750331,82.80515184,84.0144119,87.28952363,89.38064964,91.9039581,97.00421209,96.85197747,100,102.7694079,107.0627396,108.6350256,112.4556712,111.3495561,107.9219744,108.0344961,110.1256323,110.7193058,108.775287,111.3975363,118.5026348
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,19.62398185,20.9579626,23.32390335,25.69988914,27.86626852,32.215769,37.7592894,42.56818285,45.64512035,48.13660811,49.43723791,50.49503913,51.01396048,52.70045487,52.82020595,54.31709446,58.44850675,61.658501,63.79406195,66.53170471,67.20297605,68.37121437,71.38494991,71.70162499,73.23776525,73.98006694,74.10411645,74.77168967,76.15908136,76.31595513,78.57493752,81.50847716,83.74235975,89.80208001,98.84177455,99.2584313,100,103.1860311,105.8672625,106.7196293,106.9265144,105.0728236,104.9155909,107.1747766,109.6656736,110.6669977,109.9718636,111.7014234,118.0238332
Sudan,SDN,0.001025752,0.001115613,0.001134164,0.001187336,0.001234246,0.001204056,0.001224675,0.001359555,0.001223139,0.001377339,0.001432815,0.001451494,0.001648241,0.001900242,0.002397309,0.002971777,0.003021551,0.003537521,0.0042178,0.005531158,0.006933438,0.00863738,0.010858299,0.014179611,0.01902143,0.027658586,0.034422076,0.041498304,0.06834794,0.113949906,0.188197497,0.420768438,0.915695079,1.84403063,3.972007758,6.687875726,15.57096489,22.91556122,28.55780287,33.46016252,35.84294734,36.53661437,44.65677612,47.55474728,52.14736901,56.5829464,60.65642621,69.6058434,79.55747606,88.51306917,100,118.0966171,160.090661,218.5595244,299.2225073,349.8197485,411.9136418,545.174403,890.2289521,1344.192762,3538.692057,16245.88897,38796.5573
Suriname,SUR,0.008153684,0.008293064,0.008467288,0.008641512,0.009007382,0.009181606,0.009617166,0.010645088,0.01066251,0.011864656,0.012171719,0.012197955,0.012592472,0.01422204,0.016622179,0.018026309,0.019841475,0.021772276,0.023693359,0.02721,0.031049251,0.033779713,0.036237663,0.037836399,0.039232087,0.043495028,0.051623361,0.079186598,0.084977742,0.085631771,0.10424807,0.131318648,0.188660484,0.459410084,2.152235489,7.222015906,7.171325497,7.683724708,9.141739839,18.17131889,28.96538877,40.14205707,46.37507441,57.0423767,62.73881389,68.94870476,76.72701798,81.65771048,93.63456344,93.50943335,100,117.7117796,123.6054474,125.9829191,130.2454413,139.2244364,216.3720213,263.9672515,,294.6822343,397.4962303,632.4946606,964.2129827
Sweden,SWE,9.210913389,9.409682423,9.858166445,10.14126739,10.48481928,11.01039929,11.71559426,12.21811349,12.45552681,12.79082892,13.68827938,14.70060171,15.58372414,16.63063832,18.27902151,20.06668678,22.12336659,24.65467908,27.11897969,29.07420013,33.05920373,37.06066943,40.24387892,43.81472696,47.3392898,50.82941424,52.98250254,55.20171255,58.41715638,62.18113492,68.62717547,75.10875644,76.89211416,80.52770638,82.26560541,84.28534825,84.7347004,85.29260236,85.06475795,85.45790664,86.22629605,88.30086482,90.20682321,91.94389573,92.28745313,92.70567297,93.96666915,96.04537052,99.34649706,98.85526783,100,102.9611507,103.8758344,103.8298247,103.6433064,103.5948172,104.6144691,106.4917747,108.5721291,110.5092198,111.0588566,113.4612788,122.9571834
